"iso2","year","sector","un","ets","country","ratio"
"CZ",2002,"Transport",12561314.47,NA,"Czechia",NA
"CZ",2002,"Total",123598029.52,NA,"Czechia",NA
"CZ",2003,"Energy",62149164.27,NA,"Czechia",NA
"CZ",2003,"Metals",12636260.7,NA,"Czechia",NA
"CZ",2003,"Minerals",6074433.1,NA,"Czechia",NA
"CZ",2003,"Chemicals",6563943.14,NA,"Czechia",NA
"CZ",2003,"Paper",551094.44,NA,"Czechia",NA
"CZ",2003,"Residual",39073478.4,NA,"Czechia",NA
"CZ",2003,"Transport",14308631.42,NA,"Czechia",NA
"CZ",2003,"Total",127048374.05,NA,"Czechia",NA
"CZ",2004,"Energy",62262546.85,NA,"Czechia",NA
"CZ",2004,"Metals",12863015.42,NA,"Czechia",NA
"CZ",2004,"Minerals",6276719.14,NA,"Czechia",NA
"CZ",2004,"Chemicals",8114285.89,NA,"Czechia",NA
"CZ",2004,"Paper",320670.4,NA,"Czechia",NA
"CZ",2004,"Residual",37922087.7,NA,"Czechia",NA
"CZ",2004,"Transport",15047269.82,NA,"Czechia",NA
"CZ",2004,"Total",127759325.4,NA,"Czechia",NA
"CZ",2005,"Energy",62870747.04,65272385,"Czechia",1.03819960908802
"CZ",2005,"Metals",12118998.06,10135496,"Czechia",0.83633118429594
"CZ",2005,"Minerals",6199451.64,5389038,"Czechia",0.869276560724974
"CZ",2005,"Chemicals",7696623.69,926825,"Czechia",0.120419684959289
"CZ",2005,"Paper",713113.64,730892,"Czechia",1.02493061274217
"CZ",2005,"Residual",35695596.59,0,"Czechia",0
"CZ",2005,"Transport",16343639.49,NA,"Czechia",NA
"CZ",2005,"Total",125294530.66,82454636,"Czechia",0.658086474849803
"CZ",2006,"Energy",62320699.03,65602496,"Czechia",1.05265982283704
"CZ",2006,"Metals",12835260.75,10776474,"Czechia",0.839599148774597
"CZ",2006,"Minerals",6290673.37,5574041,"Czechia",0.886080181270006
"CZ",2006,"Chemicals",7388734.52,985249,"Czechia",0.13334475576746
"CZ",2006,"Paper",658358.27,686700,"Czechia",1.04304909847946
"CZ",2006,"Residual",36886564.91,0,"Czechia",0
"CZ",2006,"Transport",16963523.79,NA,"Czechia",NA
"CZ",2006,"Total",126380290.85,83624960,"Czechia",0.661693049110434
"CZ",2007,"Energy",65948978.38,69013295,"Czechia",1.04646495965932
"CZ",2007,"Metals",13403792.46,11064786,"Czechia",0.825496666933621
"CZ",2007,"Minerals",6980798.21,6086735,"Czechia",0.871925361097066
"CZ",2007,"Chemicals",5139187.23,965111,"Czechia",0.187794481268588
"CZ",2007,"Paper",662906.4,704837,"Czechia",1.06325267036191
"CZ",2007,"Residual",36045071.2,0,"Czechia",0
"CZ",2007,"Transport",17831136.73,NA,"Czechia",NA
"CZ",2007,"Total",128180733.88,87834764,"Czechia",0.68524154403913
"CZ",2008,"Energy",61235841.76,62946340,"Czechia",1.02793295871891
"CZ",2008,"Metals",12282110.42,10100363,"Czechia",0.822363800243379
"CZ",2008,"Minerals",6983155.71,5783749,"Czechia",0.828242880467003
"CZ",2008,"Chemicals",5812550.1,954144,"Czechia",0.164152391563902
"CZ",2008,"Paper",644223.88,614503,"Czechia",0.953865603367575
"CZ",2008,"Residual",35975985.98,0,"Czechia",0
"CZ",2008,"Transport",17646920.84,NA,"Czechia",NA
"CZ",2008,"Total",122933867.85,80399099,"Czechia",0.654002842390841
"CZ",2009,"Energy",57178074.16,59893217,"Czechia",1.04748573434639
"CZ",2009,"Metals",10195943.51,7790792,"Czechia",0.764107018870684
"CZ",2009,"Minerals",5624022.61,4556420,"Czechia",0.8101709960942
"CZ",2009,"Chemicals",6702603.54,899687,"Czechia",0.134229481817151
"CZ",2009,"Paper",676041.36,644714,"Czechia",0.953660586683631
"CZ",2009,"Residual",34878598.38,0,"Czechia",0
"CZ",2009,"Transport",17136359.88,NA,"Czechia",NA
"CZ",2009,"Total",115255283.56,73784830,"Czechia",0.640186095777456
"CZ",2010,"Energy",61813256.99,63140544,"Czechia",1.02147252991724
"CZ",2010,"Metals",9314467.9,6351304,"Czechia",0.681875128905646
"CZ",2010,"Minerals",5761864.58,4469681,"Czechia",0.77573517008968
"CZ",2010,"Chemicals",4144319.24,975153,"Czechia",0.235298716997487
"CZ",2010,"Paper",627024.62,647670,"Czechia",1.03292594794763
"CZ",2010,"Residual",35834618.72,0,"Czechia",0
"CZ",2010,"Transport",16159068.49,NA,"Czechia",NA
"CZ",2010,"Total",117495552.05,75584352,"Czechia",0.643295432731234
"CZ",2011,"Energy",61571704.87,61665304,"Czechia",1.00152016466326
"CZ",2011,"Metals",9071864.62,6147611,"Czechia",0.677656827731629
"CZ",2011,"Minerals",5937813.41,4852914,"Czechia",0.817289743700451
"CZ",2011,"Chemicals",3688257.44,935746,"Czechia",0.253709513292543
"CZ",2011,"Paper",533946.62,585461,"Czechia",1.09647852064313
"CZ",2011,"Residual",34219715.09,0,"Czechia",0
"CZ",2011,"Transport",15997110.04,NA,"Czechia",NA
"CZ",2011,"Total",115023302.05,74187036,"Czechia",0.644973972036999
"CZ",2012,"Energy",58449360.98,57260771,"Czechia",0.979664619765361
"CZ",2012,"Metals",8800305.07,6072527,"Czechia",0.690035964855477
"CZ",2012,"Minerals",5566554.63,4512746,"Czechia",0.810689250345146
"CZ",2012,"Chemicals",3657412.57,877940,"Czechia",0.240044015597617
"CZ",2012,"Paper",523015.12,592486,"Czechia",1.13282767045052
"CZ",2012,"Residual",33917431.92,0,"Czechia",0
"CZ",2012,"Transport",15787186.92,NA,"Czechia",NA
"CZ",2012,"Total",110914080.29,69316470,"Czechia",0.624956451144549
"CZ",2013,"Energy",54879534.84,55443072,"Czechia",1.01026862129285
"CZ",2013,"Metals",9486090.06,6175066,"Czechia",0.650960085867032
"CZ",2013,"Minerals",4511362.41,4197481,"Czechia",0.930424252925404
"CZ",2013,"Chemicals",3515118.03,1327982,"Czechia",0.377791581581686
"CZ",2013,"Paper",467846.04,501694,"Czechia",1.07234850165666
"CZ",2013,"Residual",33541240.19,66836,"Czechia",0.0019926514231852
"CZ",2013,"Transport",15679589.53,NA,"Czechia",NA
"CZ",2013,"Total",106401191.57,67712131,"Czechia",0.636385081791617
"CZ",2014,"Energy",53501680.52,54191204,"Czechia",1.01288788451687
"CZ",2014,"Metals",9343369.65,6162115,"Czechia",0.659517415111581
"CZ",2014,"Minerals",4795777.82,4467226,"Czechia",0.931491442612327
"CZ",2014,"Chemicals",3479729.74,1330609,"Czechia",0.382388604696639
"CZ",2014,"Paper",421669.65,480614,"Czechia",1.13978798331822
"CZ",2014,"Residual",32518079.22,63421,"Czechia",0.00195033044759278
"CZ",2014,"Transport",16206340.1,NA,"Czechia",NA
"CZ",2014,"Total",104060306.6,66695189,"Czechia",0.640928238433616
"CZ",2015,"Energy",53395506.1,54269572,"Czechia",1.01636965287609
"CZ",2015,"Metals",8990584.18,5935079,"Czechia",0.660143866202029
"CZ",2015,"Minerals",4922545.47,4624281,"Czechia",0.939408488592387
"CZ",2015,"Chemicals",3071318.11,1281303,"Czechia",0.417183422266865
"CZ",2015,"Paper",440856.27,475871,"Czechia",1.07942436658551
"CZ",2015,"Residual",33963747.82,61939,"Czechia",0.00182367977551424
"CZ",2015,"Transport",16985574.79,NA,"Czechia",NA
"CZ",2015,"Total",104784557.95,66648045,"Czechia",0.636048348190794
"CZ",2016,"Energy",54162601.48,54621272,"Czechia",1.00846839899611
"CZ",2016,"Metals",9179140.52,6286160,"Czechia",0.684831002020655
"CZ",2016,"Minerals",5253899.62,4887100,"Czechia",0.930185263037058
"CZ",2016,"Chemicals",2571662.18,1214649,"Czechia",0.472320590723934
"CZ",2016,"Paper",404174.96,463141,"Czechia",1.1458923630499
"CZ",2016,"Residual",34971816.46,58585,"Czechia",0.0016752060925119
"CZ",2016,"Transport",17670115.63,NA,"Czechia",NA
"CZ",2016,"Total",106543295.22,67530907,"Czechia",0.633835351727729
"CZ",2017,"Energy",NA,54605539,"Czechia",NA
"CZ",2017,"Metals",NA,5693597,"Czechia",NA
"CZ",2017,"Minerals",NA,5040535,"Czechia",NA
"CZ",2017,"Chemicals",NA,1105648,"Czechia",NA
"CZ",2017,"Paper",NA,461538,"Czechia",NA
"CZ",2017,"Residual",NA,68901,"Czechia",NA
"CZ",2017,"Transport",NA,NA,"Czechia",NA
"CZ",2017,"Total",NA,66975758,"Czechia",NA
"DE",1990,"Energy",423905778.52,NA,"Germany",NA
"DE",1990,"Metals",61725825.77,NA,"Germany",NA
"DE",1990,"Minerals",42029415.19,NA,"Germany",NA
"DE",1990,"Chemicals",8109381.04,NA,"Germany",NA
"DE",1990,"Paper",3646.96,NA,"Germany",NA
"DE",1990,"Residual",517223453.79,NA,"Germany",NA
"DE",1990,"Transport",151880552.5,NA,"Germany",NA
"DE",1990,"Total",1052997501.27,NA,"Germany",NA
"DE",1991,"Energy",409874869.69,NA,"Germany",NA
"DE",1991,"Metals",59685437.43,NA,"Germany",NA
"DE",1991,"Minerals",37337494.02,NA,"Germany",NA
"DE",1991,"Chemicals",7116795.3,NA,"Germany",NA
"DE",1991,"Paper",4712.01,NA,"Germany",NA
"DE",1991,"Residual",500952977.71,NA,"Germany",NA
"DE",1991,"Transport",155572052.32,NA,"Germany",NA
"DE",1991,"Total",1014972286.16,NA,"Germany",NA
"DE",1992,"Energy",387485390.28,NA,"Germany",NA
"DE",1992,"Metals",54848518.39,NA,"Germany",NA
"DE",1992,"Minerals",39051991.18,NA,"Germany",NA
"DE",1992,"Chemicals",7091186.63,NA,"Germany",NA
"DE",1992,"Paper",7884.97,NA,"Germany",NA
"DE",1992,"Residual",478220857.21,NA,"Germany",NA
"DE",1992,"Transport",161488678.78,NA,"Germany",NA
"DE",1992,"Total",966705828.66,NA,"Germany",NA
"DE",1993,"Energy",376740153.74,NA,"Germany",NA
"DE",1993,"Metals",52108463.9,NA,"Germany",NA
"DE",1993,"Minerals",39236651.43,NA,"Germany",NA
"DE",1993,"Chemicals",6677993.88,NA,"Germany",NA
"DE",1993,"Paper",9807.71,NA,"Germany",NA
"DE",1993,"Residual",482221109.12,NA,"Germany",NA
"DE",1993,"Transport",165983554.25,NA,"Germany",NA
"DE",1993,"Total",956994179.78,NA,"Germany",NA
"DE",1994,"Energy",373995605.65,NA,"Germany",NA
"DE",1994,"Metals",54132664.57,NA,"Germany",NA
"DE",1994,"Minerals",42228418.64,NA,"Germany",NA
"DE",1994,"Chemicals",6702237.42,NA,"Germany",NA
"DE",1994,"Paper",12519.38,NA,"Germany",NA
"DE",1994,"Residual",463336543.74,NA,"Germany",NA
"DE",1994,"Transport",162360168.03,NA,"Germany",NA
"DE",1994,"Total",940407989.4,NA,"Germany",NA
"DE",1995,"Energy",364608892.44,NA,"Germany",NA
"DE",1995,"Metals",54790234.87,NA,"Germany",NA
"DE",1995,"Minerals",43085334.15,NA,"Germany",NA
"DE",1995,"Chemicals",7965827.59,NA,"Germany",NA
"DE",1995,"Paper",6869,NA,"Germany",NA
"DE",1995,"Residual",469629587.9,NA,"Germany",NA
"DE",1995,"Transport",166437327.5,NA,"Germany",NA
"DE",1995,"Total",940086745.95,NA,"Germany",NA
"DE",1996,"Energy",371625046.28,NA,"Germany",NA
"DE",1996,"Metals",49303481.92,NA,"Germany",NA
"DE",1996,"Minerals",40976910.29,NA,"Germany",NA
"DE",1996,"Chemicals",7932658.92,NA,"Germany",NA
"DE",1996,"Paper",10188.95,NA,"Germany",NA
"DE",1996,"Residual",490326013.17,NA,"Germany",NA
"DE",1996,"Transport",166471281.45,NA,"Germany",NA
"DE",1996,"Total",960174299.53,NA,"Germany",NA
"DE",1997,"Energy",350830877.38,NA,"Germany",NA
"DE",1997,"Metals",53562237.4,NA,"Germany",NA
"DE",1997,"Minerals",41796006.14,NA,"Germany",NA
"DE",1997,"Chemicals",8036154.22,NA,"Germany",NA
"DE",1997,"Paper",7661.51,NA,"Germany",NA
"DE",1997,"Residual",478114422.21,NA,"Germany",NA
"DE",1997,"Transport",167376368.33,NA,"Germany",NA
"DE",1997,"Total",932347358.86,NA,"Germany",NA
"DE",1998,"Energy",353484366.8,NA,"Germany",NA
"DE",1998,"Metals",55002505.98,NA,"Germany",NA
"DE",1998,"Minerals",41290621.75,NA,"Germany",NA
"DE",1998,"Chemicals",8216379.52,NA,"Germany",NA
"DE",1998,"Paper",10188.79,NA,"Germany",NA
"DE",1998,"Residual",466400467.03,NA,"Germany",NA
"DE",1998,"Transport",170819055.12,NA,"Germany",NA
"DE",1998,"Total",924404529.87,NA,"Germany",NA
"DE",1999,"Energy",341928281.11,NA,"Germany",NA
"DE",1999,"Metals",51393416.91,NA,"Germany",NA
"DE",1999,"Minerals",41152837.8,NA,"Germany",NA
"DE",1999,"Chemicals",7931562.1,NA,"Germany",NA
"DE",1999,"Paper",13122.18,NA,"Germany",NA
"DE",1999,"Residual",454463463.29,NA,"Germany",NA
"DE",1999,"Transport",176328051.68,NA,"Germany",NA
"DE",1999,"Total",896882683.39,NA,"Germany",NA
"DE",2000,"Energy",355166549.42,NA,"Germany",NA
"DE",2000,"Metals",56680727.94,NA,"Germany",NA
"DE",2000,"Minerals",40254178,NA,"Germany",NA
"DE",2000,"Chemicals",8442549.83,NA,"Germany",NA
"DE",2000,"Paper",13936.86,NA,"Germany",NA
"DE",2000,"Residual",440402149.18,NA,"Germany",NA
"DE",2000,"Transport",172494021.39,NA,"Germany",NA
"DE",2000,"Total",900960091.23,NA,"Germany",NA
"DE",2001,"Energy",368371278.37,NA,"Germany",NA
"DE",2001,"Metals",49781534.3,NA,"Germany",NA
"DE",2001,"Minerals",35875315.8,NA,"Germany",NA
"DE",2001,"Chemicals",7798589.44,NA,"Germany",NA
"DE",2001,"Paper",14796.89,NA,"Germany",NA
"DE",2001,"Residual",455635313.65,NA,"Germany",NA
"DE",2001,"Transport",168949361.85,NA,"Germany",NA
"DE",2001,"Total",917476828.45,NA,"Germany",NA
"DE",2002,"Energy",369602434.57,NA,"Germany",NA
"DE",2002,"Metals",49715935.93,NA,"Germany",NA
"DE",2002,"Minerals",34310854.72,NA,"Germany",NA
"DE",2002,"Chemicals",8411205.8,NA,"Germany",NA
"DE",2002,"Paper",14053.43,NA,"Germany",NA
"DE",2002,"Residual",438900614.69,NA,"Germany",NA
"DE",2002,"Transport",167198237.94,NA,"Germany",NA
"DE",2002,"Total",900955099.14,NA,"Germany",NA
"DE",2003,"Energy",383449050.92,NA,"Germany",NA
"DE",2003,"Metals",49122535.94,NA,"Germany",NA
"DE",2003,"Minerals",35928201.49,NA,"Germany",NA
"DE",2003,"Chemicals",8471701.53,NA,"Germany",NA
"DE",2003,"Paper",15528.51,NA,"Germany",NA
"DE",2003,"Residual",424982846.25,NA,"Germany",NA
"DE",2003,"Transport",160938789.68,NA,"Germany",NA
"DE",2003,"Total",901969864.64,NA,"Germany",NA
"DE",2004,"Energy",380791653.61,NA,"Germany",NA
"DE",2004,"Metals",50227169.3,NA,"Germany",NA
"DE",2004,"Minerals",36351735.35,NA,"Germany",NA
"DE",2004,"Chemicals",7981411.58,NA,"Germany",NA
"DE",2004,"Paper",14821.49,NA,"Germany",NA
"DE",2004,"Residual",412629717.84,NA,"Germany",NA
"DE",2004,"Transport",160782607.25,NA,"Germany",NA
"DE",2004,"Total",887996509.17,NA,"Germany",NA
"DE",2005,"Energy",375878173.02,400573298,"Germany",1.06569981114249
"DE",2005,"Metals",51443692.97,30793563,"Germany",0.598587722268649
"DE",2005,"Minerals",33414491.08,35568469,"Germany",1.06446238893308
"DE",2005,"Chemicals",8782897.96,872228,"Germany",0.0993098182368044
"DE",2005,"Paper",15985.48,7243977,"Germany",453.159805023058
"DE",2005,"Residual",397688265.41,0,"Germany",0
"DE",2005,"Transport",152727758.47,NA,"Germany",NA
"DE",2005,"Total",867223505.92,475051535,"Germany",0.547784431299562
"DE",2006,"Energy",377470287.54,401453140,"Germany",1.06353573579605
"DE",2006,"Metals",53410068.45,32323944,"Germany",0.605203193668628
"DE",2006,"Minerals",34668822.23,36277451,"Germany",1.04639986785037
"DE",2006,"Chemicals",8351578.26,788586,"Germany",0.0944235898233683
"DE",2006,"Paper",13874.49,7231747,"Germany",521.226149573786
"DE",2006,"Residual",404832500.39,0,"Germany",0
"DE",2006,"Transport",148705802.97,NA,"Germany",NA
"DE",2006,"Total",878747131.36,478074868,"Germany",0.544041455088569
"DE",2007,"Energy",384351206.45,407674126,"Germany",1.0606812705635
"DE",2007,"Metals",56143687.9,33203300,"Germany",0.591398628090479
"DE",2007,"Minerals",36424884.37,38272935,"Germany",1.05073593676311
"DE",2007,"Chemicals",8652951.69,793117,"Germany",0.0916585494076646
"DE",2007,"Paper",16804.59,7204954,"Germany",428.749169125816
"DE",2007,"Residual",366506627.16,0,"Germany",0
"DE",2007,"Transport",145715356.08,NA,"Germany",NA
"DE",2007,"Total",852096162.16,487148432,"Germany",0.571705933711889
"DE",2008,"Energy",364129772.37,387761289,"Germany",1.06489861149279
"DE",2008,"Metals",53577620.92,33938159,"Germany",0.633439081788927
"DE",2008,"Minerals",35466792.36,37746778,"Germany",1.06428508157313
"DE",2008,"Chemicals",8267966.45,6535761,"Germany",0.790491959482975
"DE",2008,"Paper",17607.89,6871547,"Germany",390.253857787617
"DE",2008,"Residual",392961202.41,0,"Germany",0
"DE",2008,"Transport",145491248.49,NA,"Germany",NA
"DE",2008,"Total",854420962.4,472853534,"Germany",0.553419865392572
"DE",2009,"Energy",340372307.84,357099608,"Germany",1.04914412769403
"DE",2009,"Metals",39045443.85,25286929,"Germany",0.647628161102336
"DE",2009,"Minerals",31503145.32,33909556,"Germany",1.07638636255385
"DE",2009,"Chemicals",7335721.68,5845014,"Germany",0.796787862867774
"DE",2009,"Paper",8333.32,6153395,"Germany",738.40858145373
"DE",2009,"Residual",371698569.61,0,"Germany",0
"DE",2009,"Transport",145201814.52,NA,"Germany",NA
"DE",2009,"Total",789963521.62,428294502,"Germany",0.542169974028275
"DE",2010,"Energy",352327802.75,375483768,"Germany",1.06572278732834
"DE",2010,"Metals",52845078.23,31803816,"Germany",0.601831184005043
"DE",2010,"Minerals",32322525.01,34805540,"Germany",1.07681995726608
"DE",2010,"Chemicals",8333887.04,6348981,"Germany",0.761827100550669
"DE",2010,"Paper",9471.44,6422494,"Germany",678.090554340206
"DE",2010,"Residual",387846153.52,0,"Germany",0
"DE",2010,"Transport",146257787.95,NA,"Germany",NA
"DE",2010,"Total",833684917.99,454864599,"Germany",0.545607326202651
"DE",2011,"Energy",349385671.79,369241447,"Germany",1.05683053660522
"DE",2011,"Metals",50125690.47,32105347,"Germany",0.640496852990283
"DE",2011,"Minerals",34422588.05,36654647,"Germany",1.06484285686939
"DE",2011,"Chemicals",8108222.86,6290753,"Germany",0.775848556288943
"DE",2011,"Paper",14674.92,6059149,"Germany",412.891450174856
"DE",2011,"Residual",368745477.23,0,"Germany",0
"DE",2011,"Transport",148198746.99,NA,"Germany",NA
"DE",2011,"Total",810802325.32,450351343,"Germany",0.555439135947544
"DE",2012,"Energy",358982880.42,373790550,"Germany",1.04124895750648
"DE",2012,"Metals",47509889.21,31399695,"Germany",0.660908613388029
"DE",2012,"Minerals",33227481.43,35685728,"Germany",1.07398233222036
"DE",2012,"Chemicals",8254662.45,6098115,"Germany",0.738747954496916
"DE",2012,"Paper",16101.88,5620456,"Germany",349.055886641808
"DE",2012,"Residual",367206393.16,0,"Germany",0
"DE",2012,"Transport",146860437.35,NA,"Germany",NA
"DE",2012,"Total",815197408.55,452594544,"Germany",0.555196249709668
"DE",2013,"Energy",361904753.98,383526255,"Germany",1.0597436225477
"DE",2013,"Metals",48963100.26,38617342,"Germany",0.788702957838397
"DE",2013,"Minerals",32000211.23,34807769,"Germany",1.08773560117528
"DE",2013,"Chemicals",8139988.73,18381798,"Germany",2.25820926904404
"DE",2013,"Paper",7790.12,5711926,"Germany",733.226959276622
"DE",2013,"Residual",381627151.17,0,"Germany",0
"DE",2013,"Transport",151123710.62,NA,"Germany",NA
"DE",2013,"Total",832642995.49,481045090,"Germany",0.577732704899428
"DE",2014,"Energy",343327844.35,362948170,"Germany",1.05714749319894
"DE",2014,"Metals",50815051.02,39250923,"Germany",0.772427109923622
"DE",2014,"Minerals",33104233.97,35443140,"Germany",1.07065277608053
"DE",2014,"Chemicals",6250349.08,18099065,"Germany",2.89568866767998
"DE",2014,"Paper",7199.5,5557959,"Germany",771.992360580596
"DE",2014,"Residual",360131165.5,0,"Germany",0
"DE",2014,"Transport",152257379.08,NA,"Germany",NA
"DE",2014,"Total",793635843.42,461299257,"Germany",0.581248012957847
"DE",2015,"Energy",331364218.51,357640337,"Germany",1.0792967889175
"DE",2015,"Metals",56452723.11,40068179,"Germany",0.709765212245401
"DE",2015,"Minerals",32736874.85,34707391,"Germany",1.0601925553074
"DE",2015,"Chemicals",5571091.61,17779946,"Germany",3.19146537961884
"DE",2015,"Paper",6074.31,5586760,"Germany",919.735739532556
"DE",2015,"Residual",370947182.8,0,"Germany",0
"DE",2015,"Transport",154879813.59,NA,"Germany",NA
"DE",2015,"Total",797078165.19,455782613,"Germany",0.571816708705544
"DE",2016,"Energy",326539303.98,354967493,"Germany",1.08705901149878
"DE",2016,"Metals",54406856.01,39261260,"Germany",0.721623392330992
"DE",2016,"Minerals",33384043.13,34918398,"Germany",1.0459607263274
"DE",2016,"Chemicals",5617246.57,18187355,"Germany",3.23777045806269
"DE",2016,"Paper",4418.86,5532785,"Germany",1252.08424797346
"DE",2016,"Residual",381801139.13,23316,"Germany",6.10684401129068e-05
"DE",2016,"Transport",158577631.46,NA,"Germany",NA
"DE",2016,"Total",801753007.68,452890607,"Germany",0.564875469953659
"DE",2017,"Energy",NA,336989125,"Germany",NA
"DE",2017,"Metals",NA,40732712,"Germany",NA
"DE",2017,"Minerals",NA,36246625,"Germany",NA
"DE",2017,"Chemicals",NA,18037231,"Germany",NA
"DE",2017,"Paper",NA,5618280,"Germany",NA
"DE",2017,"Residual",NA,23227,"Germany",NA
"DE",2017,"Transport",NA,NA,"Germany",NA
"DE",2017,"Total",NA,437647200,"Germany",NA
"DK",1990,"Energy",26150004.72,NA,"Denmark",NA
"DK",1990,"Metals",158500.61,NA,"Denmark",NA
"DK",1990,"Minerals",2391824.01,NA,"Denmark",NA
"DK",1990,"Chemicals",328632.06,NA,"Denmark",NA
"DK",1990,"Paper",336549.24,NA,"Denmark",NA
"DK",1990,"Residual",24235364.04,NA,"Denmark",NA
"DK",1990,"Transport",9356733.24,NA,"Denmark",NA
"DK",1990,"Total",53600874.68,NA,"Denmark",NA
"DK",1991,"Energy",35020103.93,NA,"Denmark",NA
"DK",1991,"Metals",160735.55,NA,"Denmark",NA
"DK",1991,"Minerals",2874897.95,NA,"Denmark",NA
"DK",1991,"Chemicals",364526.59,NA,"Denmark",NA
"DK",1991,"Paper",338504.35,NA,"Denmark",NA
"DK",1991,"Residual",25462176.1,NA,"Denmark",NA
"DK",1991,"Transport",9771985.61,NA,"Denmark",NA
"DK",1991,"Total",64220944.47,NA,"Denmark",NA
"DK",1992,"Energy",30093060.6,NA,"Denmark",NA
"DK",1992,"Metals",155374.71,NA,"Denmark",NA
"DK",1992,"Minerals",3036446.98,NA,"Denmark",NA
"DK",1992,"Chemicals",388688.16,NA,"Denmark",NA
"DK",1992,"Paper",277397.83,NA,"Denmark",NA
"DK",1992,"Residual",24462406.92,NA,"Denmark",NA
"DK",1992,"Transport",9945668.75,NA,"Denmark",NA
"DK",1992,"Total",58413375.2,NA,"Denmark",NA
"DK",1993,"Energy",31668193.66,NA,"Denmark",NA
"DK",1993,"Metals",161963.4,NA,"Denmark",NA
"DK",1993,"Minerals",2966455.99,NA,"Denmark",NA
"DK",1993,"Chemicals",375428.09,NA,"Denmark",NA
"DK",1993,"Paper",220009.92,NA,"Denmark",NA
"DK",1993,"Residual",25261363.54,NA,"Denmark",NA
"DK",1993,"Transport",10070686.25,NA,"Denmark",NA
"DK",1993,"Total",60653414.6,NA,"Denmark",NA
"DK",1994,"Energy",35667638.9,NA,"Denmark",NA
"DK",1994,"Metals",165670.45,NA,"Denmark",NA
"DK",1994,"Minerals",3131284.21,NA,"Denmark",NA
"DK",1994,"Chemicals",389696.93,NA,"Denmark",NA
"DK",1994,"Paper",254147.19,NA,"Denmark",NA
"DK",1994,"Residual",25106738.22,NA,"Denmark",NA
"DK",1994,"Transport",10566969.11,NA,"Denmark",NA
"DK",1994,"Total",64715175.9,NA,"Denmark",NA
"DK",1995,"Energy",32161526.76,NA,"Denmark",NA
"DK",1995,"Metals",173512.87,NA,"Denmark",NA
"DK",1995,"Minerals",3115679.18,NA,"Denmark",NA
"DK",1995,"Chemicals",387953.06,NA,"Denmark",NA
"DK",1995,"Paper",221737.63,NA,"Denmark",NA
"DK",1995,"Residual",25568085.65,NA,"Denmark",NA
"DK",1995,"Transport",10663869.6,NA,"Denmark",NA
"DK",1995,"Total",61628495.15,NA,"Denmark",NA
"DK",1996,"Energy",44468218.57,NA,"Denmark",NA
"DK",1996,"Metals",165037.06,NA,"Denmark",NA
"DK",1996,"Minerals",3337840.01,NA,"Denmark",NA
"DK",1996,"Chemicals",428437.83,NA,"Denmark",NA
"DK",1996,"Paper",272809.04,NA,"Denmark",NA
"DK",1996,"Residual",26205156.61,NA,"Denmark",NA
"DK",1996,"Transport",10842137.92,NA,"Denmark",NA
"DK",1996,"Total",74877499.12,NA,"Denmark",NA
"DK",1997,"Energy",35337833.14,NA,"Denmark",NA
"DK",1997,"Metals",165344.76,NA,"Denmark",NA
"DK",1997,"Minerals",3422572.17,NA,"Denmark",NA
"DK",1997,"Chemicals",414638.5,NA,"Denmark",NA
"DK",1997,"Paper",267825.99,NA,"Denmark",NA
"DK",1997,"Residual",25861361.35,NA,"Denmark",NA
"DK",1997,"Transport",11055280.23,NA,"Denmark",NA
"DK",1997,"Total",65469575.91,NA,"Denmark",NA
"DK",1998,"Energy",31683502.15,NA,"Denmark",NA
"DK",1998,"Metals",174419.42,NA,"Denmark",NA
"DK",1998,"Minerals",3400213.35,NA,"Denmark",NA
"DK",1998,"Chemicals",446786.59,NA,"Denmark",NA
"DK",1998,"Paper",270002.01,NA,"Denmark",NA
"DK",1998,"Residual",25254491.41,NA,"Denmark",NA
"DK",1998,"Transport",11244095.08,NA,"Denmark",NA
"DK",1998,"Total",61229414.93,NA,"Denmark",NA
"DK",1999,"Energy",28590795.34,NA,"Denmark",NA
"DK",1999,"Metals",180136.31,NA,"Denmark",NA
"DK",1999,"Minerals",3380634.75,NA,"Denmark",NA
"DK",1999,"Chemicals",475898.33,NA,"Denmark",NA
"DK",1999,"Paper",267181.64,NA,"Denmark",NA
"DK",1999,"Residual",25754859.91,NA,"Denmark",NA
"DK",1999,"Transport",11390928.05,NA,"Denmark",NA
"DK",1999,"Total",58649506.28,NA,"Denmark",NA
"DK",2000,"Energy",25570675.23,NA,"Denmark",NA
"DK",2000,"Metals",178823.69,NA,"Denmark",NA
"DK",2000,"Minerals",3308388.44,NA,"Denmark",NA
"DK",2000,"Chemicals",466983.42,NA,"Denmark",NA
"DK",2000,"Paper",227193.1,NA,"Denmark",NA
"DK",2000,"Residual",24555486.68,NA,"Denmark",NA
"DK",2000,"Transport",11282082.65,NA,"Denmark",NA
"DK",2000,"Total",54307550.56,NA,"Denmark",NA
"DK",2001,"Energy",26855387.81,NA,"Denmark",NA
"DK",2001,"Metals",193968.2,NA,"Denmark",NA
"DK",2001,"Minerals",3283851.75,NA,"Denmark",NA
"DK",2001,"Chemicals",484226.4,NA,"Denmark",NA
"DK",2001,"Paper",231126.8,NA,"Denmark",NA
"DK",2001,"Residual",24832191.18,NA,"Denmark",NA
"DK",2001,"Transport",11313038.04,NA,"Denmark",NA
"DK",2001,"Total",55880752.14,NA,"Denmark",NA
