"country","year","sector","iso2","un","ets","ratio"
"Norway",2002,"Total","NO",42667047.64,NA,NA
"Norway",2002,"Regulated","NO",21404634.78,NA,NA
"Norway",2002,"Unregulated","NO",21262412.86,NA,NA
"Norway",2003,"Total","NO",43921782.2,NA,NA
"Norway",2003,"Regulated","NO",22340503.41,NA,NA
"Norway",2003,"Unregulated","NO",21581278.79,NA,NA
"Norway",2004,"Total","NO",44337010.57,NA,NA
"Norway",2004,"Regulated","NO",22902761.6,NA,NA
"Norway",2004,"Unregulated","NO",21434248.97,NA,NA
"Norway",2005,"Total","NO",43560708.06,NA,NA
"Norway",2005,"Regulated","NO",22563035.67,NA,NA
"Norway",2005,"Unregulated","NO",20997672.39,NA,NA
"Norway",2006,"Total","NO",43923347.59,NA,NA
"Norway",2006,"Regulated","NO",22348520.11,NA,NA
"Norway",2006,"Unregulated","NO",21574827.48,NA,NA
"Norway",2007,"Total","NO",45851890.6,NA,NA
"Norway",2007,"Regulated","NO",22673431.44,NA,NA
"Norway",2007,"Unregulated","NO",23178459.16,NA,NA
"Norway",2008,"Total","NO",44903022.1,NA,NA
"Norway",2008,"Regulated","NO",23040189.15,19342443,0.839508863146638
"Norway",2008,"Unregulated","NO",21862832.95,NA,NA
"Norway",2009,"Total","NO",43205403.59,NA,NA
"Norway",2009,"Regulated","NO",22140588.62,19215690,0.867894270102743
"Norway",2009,"Unregulated","NO",21064814.97,NA,NA
"Norway",2010,"Total","NO",45823277.24,NA,NA
"Norway",2010,"Regulated","NO",23571602.43,19274275,0.817690484015176
"Norway",2010,"Unregulated","NO",22251674.81,NA,NA
"Norway",2011,"Total","NO",44982556.87,NA,NA
"Norway",2011,"Regulated","NO",23187984.03,19083018,0.822970120011765
"Norway",2011,"Unregulated","NO",21794572.84,NA,NA
"Norway",2012,"Total","NO",44560819.66,NA,NA
"Norway",2012,"Regulated","NO",22659957.42,18560346,0.819081239032619
"Norway",2012,"Unregulated","NO",21900862.24,NA,NA
"Norway",2013,"Total","NO",44302653.91,NA,NA
"Norway",2013,"Regulated","NO",22801063.41,24675466,1.08220680572196
"Norway",2013,"Unregulated","NO",21501590.5,NA,NA
"Norway",2014,"Total","NO",43952663.34,NA,NA
"Norway",2014,"Regulated","NO",23489054.2,24948311,1.06212497053202
"Norway",2014,"Unregulated","NO",20463609.14,NA,NA
"Norway",2015,"Total","NO",44663734.54,NA,NA
"Norway",2015,"Regulated","NO",23955356.55,25653856,1.07090269963024
"Norway",2015,"Unregulated","NO",20708377.99,NA,NA
"Norway",2016,"Total","NO",44031622.68,NA,NA
"Norway",2016,"Regulated","NO",23557559.31,25146781,1.06746121994588
"Norway",2016,"Unregulated","NO",20474063.37,NA,NA
"Norway",2017,"Total","NO",NA,NA,NA
"Norway",2017,"Regulated","NO",NA,25410570,NA
"Norway",2017,"Unregulated","NO",NA,NA,NA
"Poland",1990,"Total","PL",375810951.78,NA,NA
"Poland",1990,"Regulated","PL",285479165.73,NA,NA
"Poland",1990,"Unregulated","PL",90331786.05,NA,NA
"Poland",1991,"Total","PL",373165688.94,NA,NA
"Poland",1991,"Regulated","PL",274422450.34,NA,NA
"Poland",1991,"Unregulated","PL",98743238.6,NA,NA
"Poland",1992,"Total","PL",363516273.33,NA,NA
"Poland",1992,"Regulated","PL",262917406.91,NA,NA
"Poland",1992,"Unregulated","PL",100598866.42,NA,NA
"Poland",1993,"Total","PL",363953863.51,NA,NA
"Poland",1993,"Regulated","PL",252455146.32,NA,NA
"Poland",1993,"Unregulated","PL",111498717.19,NA,NA
"Poland",1994,"Total","PL",359386832.96,NA,NA
"Poland",1994,"Regulated","PL",255701267.5,NA,NA
"Poland",1994,"Unregulated","PL",103685565.46,NA,NA
"Poland",1995,"Total","PL",361072034.12,NA,NA
"Poland",1995,"Regulated","PL",252960779.93,NA,NA
"Poland",1995,"Unregulated","PL",108111254.19,NA,NA
"Poland",1996,"Total","PL",375017592.18,NA,NA
"Poland",1996,"Regulated","PL",257949383,NA,NA
"Poland",1996,"Unregulated","PL",117068209.18,NA,NA
"Poland",1997,"Total","PL",366226801.26,NA,NA
"Poland",1997,"Regulated","PL",252682447.57,NA,NA
"Poland",1997,"Unregulated","PL",113544353.69,NA,NA
"Poland",1998,"Total","PL",337020859.99,NA,NA
"Poland",1998,"Regulated","PL",237480908.59,NA,NA
"Poland",1998,"Unregulated","PL",99539951.4,NA,NA
"Poland",1999,"Total","PL",327261069.48,NA,NA
"Poland",1999,"Regulated","PL",226642337.84,NA,NA
"Poland",1999,"Unregulated","PL",100618731.64,NA,NA
"Poland",2000,"Total","PL",316828092.48,NA,NA
"Poland",2000,"Regulated","PL",227173221.81,NA,NA
"Poland",2000,"Unregulated","PL",89654870.67,NA,NA
"Poland",2001,"Total","PL",313263025.29,NA,NA
"Poland",2001,"Regulated","PL",222798948.38,NA,NA
"Poland",2001,"Unregulated","PL",90464076.91,NA,NA
"Poland",2002,"Total","PL",305435774.39,NA,NA
"Poland",2002,"Regulated","PL",212943128.21,NA,NA
"Poland",2002,"Unregulated","PL",92492646.18,NA,NA
"Poland",2003,"Total","PL",318099459.12,NA,NA
"Poland",2003,"Regulated","PL",222245875.46,NA,NA
"Poland",2003,"Unregulated","PL",95853583.66,NA,NA
"Poland",2004,"Total","PL",322154839.36,NA,NA
"Poland",2004,"Regulated","PL",223301710.22,NA,NA
"Poland",2004,"Unregulated","PL",98853129.1399999,NA,NA
"Poland",2005,"Total","PL",321099164.25,NA,NA
"Poland",2005,"Regulated","PL",216718045.56,203149576,0.93739114098718
"Poland",2005,"Unregulated","PL",104381118.69,NA,NA
"Poland",2006,"Total","PL",334048046.38,NA,NA
"Poland",2006,"Regulated","PL",223726828.93,209616290,0.936929607425782
"Poland",2006,"Unregulated","PL",110321217.45,NA,NA
"Poland",2007,"Total","PL",333894272.61,NA,NA
"Poland",2007,"Regulated","PL",225095335.68,209618357,0.931242561587316
"Poland",2007,"Unregulated","PL",108798936.93,NA,NA
"Poland",2008,"Total","PL",327059270.81,NA,NA
"Poland",2008,"Regulated","PL",214764050.45,204107419,0.950379817163669
"Poland",2008,"Unregulated","PL",112295220.36,NA,NA
"Poland",2009,"Total","PL",313756919.7,NA,NA
"Poland",2009,"Regulated","PL",201003357.89,191174249,0.95109977766949
"Poland",2009,"Unregulated","PL",112753561.81,NA,NA
"Poland",2010,"Total","PL",331709981.05,NA,NA
"Poland",2010,"Regulated","PL",210183496.6,199726907,0.950250187245196
"Poland",2010,"Unregulated","PL",121526484.45,NA,NA
"Poland",2011,"Total","PL",331268300.35,NA,NA
"Poland",2011,"Regulated","PL",215072553.46,203026525,0.943990861380458
"Poland",2011,"Unregulated","PL",116195746.89,NA,NA
"Poland",2012,"Total","PL",323823354.24,NA,NA
"Poland",2012,"Regulated","PL",207541634.38,196636280,0.947454618382581
"Poland",2012,"Unregulated","PL",116281719.86,NA,NA
"Poland",2013,"Total","PL",319608069.42,NA,NA
"Poland",2013,"Regulated","PL",207696973.77,205735395,0.990555573659093
"Poland",2013,"Unregulated","PL",111911095.65,NA,NA
"Poland",2014,"Total","PL",307044692.15,NA,NA
"Poland",2014,"Regulated","PL",199733516.36,197129387,0.986961981106334
"Poland",2014,"Unregulated","PL",107311175.79,NA,NA
"Poland",2015,"Total","PL",310526317.58,NA,NA
"Poland",2015,"Regulated","PL",201657237.39,198700536,0.985337985245321
"Poland",2015,"Unregulated","PL",108869080.19,NA,NA
"Poland",2016,"Total","PL",321182010.04,NA,NA
"Poland",2016,"Regulated","PL",201810858.96,198051726,0.981372989643015
"Poland",2016,"Unregulated","PL",119371151.08,NA,NA
"Poland",2017,"Total","PL",NA,NA,NA
"Poland",2017,"Regulated","PL",NA,202166696,NA
"Poland",2017,"Unregulated","PL",NA,NA,NA
"Portugal",1990,"Total","PT",45585559.85,NA,NA
"Portugal",1990,"Regulated","PT",27944058.65,NA,NA
"Portugal",1990,"Unregulated","PT",17641501.2,NA,NA
"Portugal",1991,"Total","PT",47210724.24,NA,NA
"Portugal",1991,"Regulated","PT",28672159.41,NA,NA
"Portugal",1991,"Unregulated","PT",18538564.83,NA,NA
"Portugal",1992,"Total","PT",51466242.97,NA,NA
"Portugal",1992,"Regulated","PT",31917066.91,NA,NA
"Portugal",1992,"Unregulated","PT",19549176.06,NA,NA
"Portugal",1993,"Total","PT",50079874.45,NA,NA
"Portugal",1993,"Regulated","PT",29899370.95,NA,NA
"Portugal",1993,"Unregulated","PT",20180503.5,NA,NA
"Portugal",1994,"Total","PT",50831585.2,NA,NA
"Portugal",1994,"Regulated","PT",29425631.96,NA,NA
"Portugal",1994,"Unregulated","PT",21405953.24,NA,NA
"Portugal",1995,"Total","PT",54804462.81,NA,NA
"Portugal",1995,"Regulated","PT",32671234.58,NA,NA
"Portugal",1995,"Unregulated","PT",22133228.23,NA,NA
"Portugal",1996,"Total","PT",52109369.88,NA,NA
"Portugal",1996,"Regulated","PT",28593991.16,NA,NA
"Portugal",1996,"Unregulated","PT",23515378.72,NA,NA
"Portugal",1997,"Total","PT",55126824.64,NA,NA
"Portugal",1997,"Regulated","PT",30255116,NA,NA
"Portugal",1997,"Unregulated","PT",24871708.64,NA,NA
"Portugal",1998,"Total","PT",59621274.31,NA,NA
"Portugal",1998,"Regulated","PT",32726169.79,NA,NA
"Portugal",1998,"Unregulated","PT",26895104.52,NA,NA
"Portugal",1999,"Total","PT",67243242.58,NA,NA
"Portugal",1999,"Regulated","PT",39434121.39,NA,NA
"Portugal",1999,"Unregulated","PT",27809121.19,NA,NA
"Portugal",2000,"Total","PT",66059944,NA,NA
"Portugal",2000,"Regulated","PT",36229288.18,NA,NA
"Portugal",2000,"Unregulated","PT",29830655.82,NA,NA
"Portugal",2001,"Total","PT",65729391.41,NA,NA
"Portugal",2001,"Regulated","PT",34880724.7,NA,NA
"Portugal",2001,"Unregulated","PT",30848666.71,NA,NA
"Portugal",2002,"Total","PT",69580530.05,NA,NA
"Portugal",2002,"Regulated","PT",37992769.83,NA,NA
"Portugal",2002,"Unregulated","PT",31587760.22,NA,NA
"Portugal",2003,"Total","PT",64459748.76,NA,NA
"Portugal",2003,"Regulated","PT",32974187.47,NA,NA
"Portugal",2003,"Unregulated","PT",31485561.29,NA,NA
"Portugal",2004,"Total","PT",67245879.9,NA,NA
"Portugal",2004,"Regulated","PT",35559850.73,NA,NA
"Portugal",2004,"Unregulated","PT",31686029.17,NA,NA
"Portugal",2005,"Total","PT",69521327.97,NA,NA
"Portugal",2005,"Regulated","PT",38394031.05,36425933,0.948739478607053
"Portugal",2005,"Unregulated","PT",31127296.92,NA,NA
"Portugal",2006,"Total","PT",64791176.94,NA,NA
"Portugal",2006,"Regulated","PT",34885632.81,33061969,0.947724502521358
"Portugal",2006,"Unregulated","PT",29905544.13,NA,NA
"Portugal",2007,"Total","PT",62288007.42,NA,NA
"Portugal",2007,"Regulated","PT",32990535.74,31197278,0.94564326708324
"Portugal",2007,"Unregulated","PT",29297471.68,NA,NA
"Portugal",2008,"Total","PT",59941735.63,NA,NA
"Portugal",2008,"Regulated","PT",31654359.63,29911640,0.944945351908229
"Portugal",2008,"Unregulated","PT",28287376,NA,NA
"Portugal",2009,"Total","PT",57096367.74,NA,NA
"Portugal",2009,"Regulated","PT",29169670.33,28261960,0.968881707618531
"Portugal",2009,"Unregulated","PT",27926697.41,NA,NA
"Portugal",2010,"Total","PT",52897569.85,NA,NA
"Portugal",2010,"Regulated","PT",25058119.99,24167190,0.964445457585982
"Portugal",2010,"Unregulated","PT",27839449.86,NA,NA
"Portugal",2011,"Total","PT",51713881.04,NA,NA
"Portugal",2011,"Regulated","PT",26036554.61,25010518,0.960592458358299
"Portugal",2011,"Unregulated","PT",25677326.43,NA,NA
"Portugal",2012,"Total","PT",49887646.83,NA,NA
"Portugal",2012,"Regulated","PT",26109532.68,25254395,0.96724806642537
"Portugal",2012,"Unregulated","PT",23778114.15,NA,NA
"Portugal",2013,"Total","PT",48088837.88,NA,NA
"Portugal",2013,"Regulated","PT",24353362.83,24660693,1.01261961939899
"Portugal",2013,"Unregulated","PT",23735475.05,NA,NA
"Portugal",2014,"Total","PT",47962891.87,NA,NA
"Portugal",2014,"Regulated","PT",24181789.09,24196794,1.00062050454349
"Portugal",2014,"Unregulated","PT",23781102.78,NA,NA
"Portugal",2015,"Total","PT",52205221.59,NA,NA
"Portugal",2015,"Regulated","PT",28051867.87,27947063,0.996263889788527
"Portugal",2015,"Unregulated","PT",24153353.72,NA,NA
"Portugal",2016,"Total","PT",50285471.57,NA,NA
"Portugal",2016,"Regulated","PT",26056480.14,25745132,0.988051028445625
"Portugal",2016,"Unregulated","PT",24228991.43,NA,NA
"Portugal",2017,"Total","PT",NA,NA,NA
"Portugal",2017,"Regulated","PT",NA,30065254,NA
"Portugal",2017,"Unregulated","PT",NA,NA,NA
"Romania",1990,"Total","RO",171231788.29,NA,NA
"Romania",1990,"Regulated","RO",120228212.88,NA,NA
"Romania",1990,"Unregulated","RO",51003575.41,NA,NA
"Romania",1991,"Total","RO",140966758.45,NA,NA
"Romania",1991,"Regulated","RO",99887480.82,NA,NA
"Romania",1991,"Unregulated","RO",41079277.63,NA,NA
"Romania",1992,"Total","RO",130286047.4,NA,NA
"Romania",1992,"Regulated","RO",82037080,NA,NA
"Romania",1992,"Unregulated","RO",48248967.4,NA,NA
"Romania",1993,"Total","RO",121627189.61,NA,NA
"Romania",1993,"Regulated","RO",81265372.75,NA,NA
"Romania",1993,"Unregulated","RO",40361816.86,NA,NA
"Romania",1994,"Total","RO",119670747.45,NA,NA
"Romania",1994,"Regulated","RO",86632703.16,NA,NA
"Romania",1994,"Unregulated","RO",33038044.29,NA,NA
"Romania",1995,"Total","RO",124836930.77,NA,NA
"Romania",1995,"Regulated","RO",94059400.92,NA,NA
"Romania",1995,"Unregulated","RO",30777529.85,NA,NA
"Romania",1996,"Total","RO",128277631.65,NA,NA
"Romania",1996,"Regulated","RO",93932598.01,NA,NA
"Romania",1996,"Unregulated","RO",34345033.64,NA,NA
"Romania",1997,"Total","RO",119265891.66,NA,NA
"Romania",1997,"Regulated","RO",83869912.03,NA,NA
"Romania",1997,"Unregulated","RO",35395979.63,NA,NA
"Romania",1998,"Total","RO",104755659.11,NA,NA
"Romania",1998,"Regulated","RO",71758277.37,NA,NA
"Romania",1998,"Unregulated","RO",32997381.74,NA,NA
"Romania",1999,"Total","RO",88682298.25,NA,NA
"Romania",1999,"Regulated","RO",60351381.94,NA,NA
"Romania",1999,"Unregulated","RO",28330916.31,NA,NA
"Romania",2000,"Total","RO",93538381.76,NA,NA
"Romania",2000,"Regulated","RO",65306270.82,NA,NA
"Romania",2000,"Unregulated","RO",28232110.94,NA,NA
"Romania",2001,"Total","RO",98877063.45,NA,NA
"Romania",2001,"Regulated","RO",69235925.04,NA,NA
"Romania",2001,"Unregulated","RO",29641138.41,NA,NA
"Romania",2002,"Total","RO",99151878.22,NA,NA
"Romania",2002,"Regulated","RO",68866589.12,NA,NA
"Romania",2002,"Unregulated","RO",30285289.1,NA,NA
"Romania",2003,"Total","RO",103576692.97,NA,NA
"Romania",2003,"Regulated","RO",71949518.06,NA,NA
"Romania",2003,"Unregulated","RO",31627174.91,NA,NA
"Romania",2004,"Total","RO",102874430.11,NA,NA
"Romania",2004,"Regulated","RO",68593329.06,NA,NA
"Romania",2004,"Unregulated","RO",34281101.05,NA,NA
"Romania",2005,"Total","RO",100966617.12,NA,NA
"Romania",2005,"Regulated","RO",67720920.9,NA,NA
"Romania",2005,"Unregulated","RO",33245696.22,NA,NA
"Romania",2006,"Total","RO",104130559.8,NA,NA
"Romania",2006,"Regulated","RO",68347102.73,NA,NA
"Romania",2006,"Unregulated","RO",35783457.07,NA,NA
"Romania",2007,"Total","RO",108559692.89,NA,NA
"Romania",2007,"Regulated","RO",73201772.25,69611799,0.950957836953189
"Romania",2007,"Unregulated","RO",35357920.64,NA,NA
"Romania",2008,"Total","RO",105365397.56,NA,NA
"Romania",2008,"Regulated","RO",69535616.41,63816826,0.91775739246661
"Romania",2008,"Unregulated","RO",35829781.15,NA,NA
"Romania",2009,"Total","RO",87205422.53,NA,NA
"Romania",2009,"Regulated","RO",54410404.87,49061704,0.901697094833619
"Romania",2009,"Unregulated","RO",32795017.66,NA,NA
"Romania",2010,"Total","RO",83551258.13,NA,NA
"Romania",2010,"Regulated","RO",52424555.96,47344119,0.903090510411259
"Romania",2010,"Unregulated","RO",31126702.17,NA,NA
"Romania",2011,"Total","RO",89343217.71,NA,NA
"Romania",2011,"Regulated","RO",57169343.99,51238935,0.89626592547507
"Romania",2011,"Unregulated","RO",32173873.72,NA,NA
"Romania",2012,"Total","RO",86320925.39,NA,NA
"Romania",2012,"Regulated","RO",52686752.58,47857377,0.908337953213817
"Romania",2012,"Unregulated","RO",33634172.81,NA,NA
"Romania",2013,"Total","RO",76829198.18,NA,NA
"Romania",2013,"Regulated","RO",44222379.78,42414701,0.959122987297542
"Romania",2013,"Unregulated","RO",32606818.4,NA,NA
"Romania",2014,"Total","RO",77160487.22,NA,NA
"Romania",2014,"Regulated","RO",44764913.45,42575226,0.951084738442625
"Romania",2014,"Unregulated","RO",32395573.77,NA,NA
"Romania",2015,"Total","RO",77788220.45,NA,NA
"Romania",2015,"Regulated","RO",44360035.33,42396344,0.955732872722218
"Romania",2015,"Unregulated","RO",33428185.12,NA,NA
"Romania",2016,"Total","RO",75051657.47,NA,NA
"Romania",2016,"Regulated","RO",40850575.02,39778381,0.973753269826066
"Romania",2016,"Unregulated","RO",34201082.45,NA,NA
"Romania",2017,"Total","RO",NA,NA,NA
"Romania",2017,"Regulated","RO",NA,40617496,NA
"Romania",2017,"Unregulated","RO",NA,NA,NA
"Slovakia",1990,"Total","SK",61995726.89,NA,NA
"Slovakia",1990,"Regulated","SK",39387113.12,NA,NA
"Slovakia",1990,"Unregulated","SK",22608613.77,NA,NA
"Slovakia",1991,"Total","SK",53617069.55,NA,NA
"Slovakia",1991,"Regulated","SK",33582309.63,NA,NA
"Slovakia",1991,"Unregulated","SK",20034759.92,NA,NA
"Slovakia",1992,"Total","SK",49155950.67,NA,NA
"Slovakia",1992,"Regulated","SK",30483012.25,NA,NA
"Slovakia",1992,"Unregulated","SK",18672938.42,NA,NA
"Slovakia",1993,"Total","SK",46658972.1,NA,NA
"Slovakia",1993,"Regulated","SK",30011573.17,NA,NA
"Slovakia",1993,"Unregulated","SK",16647398.93,NA,NA
"Slovakia",1994,"Total","SK",43827873.4,NA,NA
"Slovakia",1994,"Regulated","SK",28572664.86,NA,NA
"Slovakia",1994,"Unregulated","SK",15255208.54,NA,NA
"Slovakia",1995,"Total","SK",44866516.53,NA,NA
"Slovakia",1995,"Regulated","SK",28712921.2,NA,NA
"Slovakia",1995,"Unregulated","SK",16153595.33,NA,NA
"Slovakia",1996,"Total","SK",45165534.99,NA,NA
"Slovakia",1996,"Regulated","SK",28538512.58,NA,NA
"Slovakia",1996,"Unregulated","SK",16627022.41,NA,NA
"Slovakia",1997,"Total","SK",45204312.28,NA,NA
"Slovakia",1997,"Regulated","SK",28145874.91,NA,NA
"Slovakia",1997,"Unregulated","SK",17058437.37,NA,NA
"Slovakia",1998,"Total","SK",44175151.48,NA,NA
"Slovakia",1998,"Regulated","SK",27892483.71,NA,NA
"Slovakia",1998,"Unregulated","SK",16282667.77,NA,NA
"Slovakia",1999,"Total","SK",43340782.07,NA,NA
"Slovakia",1999,"Regulated","SK",27493855.63,NA,NA
"Slovakia",1999,"Unregulated","SK",15846926.44,NA,NA
"Slovakia",2000,"Total","SK",41533153.32,NA,NA
"Slovakia",2000,"Regulated","SK",26261046.37,NA,NA
"Slovakia",2000,"Unregulated","SK",15272106.95,NA,NA
"Slovakia",2001,"Total","SK",43836558.63,NA,NA
"Slovakia",2001,"Regulated","SK",27353632.06,NA,NA
"Slovakia",2001,"Unregulated","SK",16482926.57,NA,NA
"Slovakia",2002,"Total","SK",42036582.6,NA,NA
"Slovakia",2002,"Regulated","SK",26726853.89,NA,NA
"Slovakia",2002,"Unregulated","SK",15309728.71,NA,NA
"Slovakia",2003,"Total","SK",42426775.16,NA,NA
"Slovakia",2003,"Regulated","SK",27437157.33,NA,NA
"Slovakia",2003,"Unregulated","SK",14989617.83,NA,NA
"Slovakia",2004,"Total","SK",42991163.76,NA,NA
"Slovakia",2004,"Regulated","SK",27705508.07,NA,NA
"Slovakia",2004,"Unregulated","SK",15285655.69,NA,NA
"Slovakia",2005,"Total","SK",42907487.33,NA,NA
"Slovakia",2005,"Regulated","SK",26456569.21,25231769,0.953705251792925
"Slovakia",2005,"Unregulated","SK",16450918.12,NA,NA
"Slovakia",2006,"Total","SK",42603719.01,NA,NA
"Slovakia",2006,"Regulated","SK",26997226.39,25543243,0.946143230826906
"Slovakia",2006,"Unregulated","SK",15606492.62,NA,NA
"Slovakia",2007,"Total","SK",40949068.73,NA,NA
"Slovakia",2007,"Regulated","SK",25512602.79,24516834,0.960969533442103
"Slovakia",2007,"Unregulated","SK",15436465.94,NA,NA
"Slovakia",2008,"Total","SK",41484590.49,NA,NA
"Slovakia",2008,"Regulated","SK",25556554.46,25336706,0.99139757042194
"Slovakia",2008,"Unregulated","SK",15928036.03,NA,NA
"Slovakia",2009,"Total","SK",37639425.69,NA,NA
"Slovakia",2009,"Regulated","SK",22992626.93,21595209,0.939223215587572
"Slovakia",2009,"Unregulated","SK",14646798.76,NA,NA
"Slovakia",2010,"Total","SK",38626518.73,NA,NA
"Slovakia",2010,"Regulated","SK",22972627.75,21698625,0.944542576327604
"Slovakia",2010,"Unregulated","SK",15653890.98,NA,NA
"Slovakia",2011,"Total","SK",37932845.18,NA,NA
"Slovakia",2011,"Regulated","SK",24271027.63,22222534,0.915599221375037
"Slovakia",2011,"Unregulated","SK",13661817.55,NA,NA
"Slovakia",2012,"Total","SK",36109053.13,NA,NA
"Slovakia",2012,"Regulated","SK",22217385.58,20937594,0.942396841635946
"Slovakia",2012,"Unregulated","SK",13891667.55,NA,NA
"Slovakia",2013,"Total","SK",35633934.53,NA,NA
"Slovakia",2013,"Regulated","SK",21514253.69,21831827,1.01476106559753
"Slovakia",2013,"Unregulated","SK",14119680.84,NA,NA
"Slovakia",2014,"Total","SK",33564670.97,NA,NA
"Slovakia",2014,"Regulated","SK",20698804.72,20918069,1.01059308897137
"Slovakia",2014,"Unregulated","SK",12865866.25,NA,NA
"Slovakia",2015,"Total","SK",33897477.35,NA,NA
"Slovakia",2015,"Regulated","SK",20847570.66,21181216,1.0160040392927
"Slovakia",2015,"Unregulated","SK",13049906.69,NA,NA
"Slovakia",2016,"Total","SK",33996772.37,NA,NA
"Slovakia",2016,"Regulated","SK",21026042.16,21264045,1.01131943131232
"Slovakia",2016,"Unregulated","SK",12970730.21,NA,NA
"Slovakia",2017,"Total","SK",NA,NA,NA
"Slovakia",2017,"Regulated","SK",NA,22063225,NA
"Slovakia",2017,"Unregulated","SK",NA,NA,NA
"Slovenia",1990,"Total","SI",15074429.75,NA,NA
"Slovenia",1990,"Regulated","SI",9195869.3,NA,NA
"Slovenia",1990,"Unregulated","SI",5878560.45,NA,NA
"Slovenia",1991,"Total","SI",13995034.23,NA,NA
"Slovenia",1991,"Regulated","SI",8082163.28,NA,NA
"Slovenia",1991,"Unregulated","SI",5912870.95,NA,NA
"Slovenia",1992,"Total","SI",13996011.39,NA,NA
"Slovenia",1992,"Regulated","SI",8266332.6,NA,NA
"Slovenia",1992,"Unregulated","SI",5729678.79,NA,NA
"Slovenia",1993,"Total","SI",14292670.05,NA,NA
"Slovenia",1993,"Regulated","SI",7829001.12,NA,NA
"Slovenia",1993,"Unregulated","SI",6463668.93,NA,NA
"Slovenia",1994,"Total","SI",14633781.17,NA,NA
"Slovenia",1994,"Regulated","SI",7968877.42,NA,NA
"Slovenia",1994,"Unregulated","SI",6664903.75,NA,NA
"Slovenia",1995,"Total","SI",15244453.58,NA,NA
"Slovenia",1995,"Regulated","SI",8082194,NA,NA
"Slovenia",1995,"Unregulated","SI",7162259.58,NA,NA
"Slovenia",1996,"Total","SI",15905820.13,NA,NA
"Slovenia",1996,"Regulated","SI",7924093.64,NA,NA
"Slovenia",1996,"Unregulated","SI",7981726.49,NA,NA
"Slovenia",1997,"Total","SI",16232995.89,NA,NA
"Slovenia",1997,"Regulated","SI",8052445.75,NA,NA
"Slovenia",1997,"Unregulated","SI",8180550.14,NA,NA
"Slovenia",1998,"Total","SI",15948223.64,NA,NA
"Slovenia",1998,"Regulated","SI",8340513.58,NA,NA
"Slovenia",1998,"Unregulated","SI",7607710.06,NA,NA
"Slovenia",1999,"Total","SI",15323442.1,NA,NA
"Slovenia",1999,"Regulated","SI",7689049.21,NA,NA
"Slovenia",1999,"Unregulated","SI",7634392.89,NA,NA
"Slovenia",2000,"Total","SI",15430093.6,NA,NA
"Slovenia",2000,"Regulated","SI",8014276.81,NA,NA
"Slovenia",2000,"Unregulated","SI",7415816.79,NA,NA
"Slovenia",2001,"Total","SI",16363297.02,NA,NA
"Slovenia",2001,"Regulated","SI",8711614.03,NA,NA
"Slovenia",2001,"Unregulated","SI",7651682.99,NA,NA
"Slovenia",2002,"Total","SI",16508204,NA,NA
"Slovenia",2002,"Regulated","SI",8922938.95,NA,NA
"Slovenia",2002,"Unregulated","SI",7585265.05,NA,NA
"Slovenia",2003,"Total","SI",16270134.59,NA,NA
"Slovenia",2003,"Regulated","SI",8682116.26,NA,NA
"Slovenia",2003,"Unregulated","SI",7588018.33,NA,NA
"Slovenia",2004,"Total","SI",16630663.55,NA,NA
"Slovenia",2004,"Regulated","SI",8843021.13,NA,NA
"Slovenia",2004,"Unregulated","SI",7787642.42,NA,NA
"Slovenia",2005,"Total","SI",16928806.56,NA,NA
"Slovenia",2005,"Regulated","SI",9041675.3,8720550,0.964483871700193
"Slovenia",2005,"Unregulated","SI",7887131.26,NA,NA
"Slovenia",2006,"Total","SI",17124006.01,NA,NA
"Slovenia",2006,"Regulated","SI",9119569.2,8842182,0.969583300053253
"Slovenia",2006,"Unregulated","SI",8004436.81,NA,NA
"Slovenia",2007,"Total","SI",17259960.28,NA,NA
"Slovenia",2007,"Regulated","SI",9366176.77,9048634,0.966096863448372
"Slovenia",2007,"Unregulated","SI",7893783.51,NA,NA
"Slovenia",2008,"Total","SI",18197391.32,NA,NA
"Slovenia",2008,"Regulated","SI",9079249.97,8860105,0.975863097643075
"Slovenia",2008,"Unregulated","SI",9118141.35,NA,NA
"Slovenia",2009,"Total","SI",16310010.1,NA,NA
"Slovenia",2009,"Regulated","SI",8204441.96,8067023,0.98325066340039
"Slovenia",2009,"Unregulated","SI",8105568.14,NA,NA
"Slovenia",2010,"Total","SI",16352627.37,NA,NA
"Slovenia",2010,"Regulated","SI",8238091.22,8129863,0.986862463996848
"Slovenia",2010,"Unregulated","SI",8114536.15,NA,NA
"Slovenia",2011,"Total","SI",16340572.4,NA,NA
"Slovenia",2011,"Regulated","SI",8115272.24,7994552,0.985124314202921
"Slovenia",2011,"Unregulated","SI",8225300.16,NA,NA
"Slovenia",2012,"Total","SI",15800755.06,NA,NA
"Slovenia",2012,"Regulated","SI",7754546.18,7610592,0.981436156719103
"Slovenia",2012,"Unregulated","SI",8046208.88,NA,NA
"Slovenia",2013,"Total","SI",15167076.94,NA,NA
"Slovenia",2013,"Regulated","SI",7580481.04,7389985,0.974870191087504
"Slovenia",2013,"Unregulated","SI",7586595.9,NA,NA
"Slovenia",2014,"Total","SI",13512575.97,NA,NA
"Slovenia",2014,"Regulated","SI",6290136.88,6115287,0.972202531783378
"Slovenia",2014,"Unregulated","SI",7222439.09,NA,NA
"Slovenia",2015,"Total","SI",13599142.03,NA,NA
"Slovenia",2015,"Regulated","SI",6310435.94,6109590,0.968172414408504
