"country","year","sector","iso2","un","ets","ratio"
"Greece",2005,"Regulated","GR",76834722.25,71267752,0.927546165496811
"Greece",2005,"Unregulated","GR",37090389.8,NA,NA
"Greece",2006,"Total","GR",112464909.85,NA,NA
"Greece",2006,"Regulated","GR",74593763.27,69965151,0.937949071516257
"Greece",2006,"Unregulated","GR",37871146.58,NA,NA
"Greece",2007,"Total","GR",114582632.85,NA,NA
"Greece",2007,"Regulated","GR",77710463.07,72717011,0.935742860449795
"Greece",2007,"Unregulated","GR",36872169.78,NA,NA
"Greece",2008,"Total","GR",111112528.24,NA,NA
"Greece",2008,"Regulated","GR",75151103.6,69853893,0.929512537457933
"Greece",2008,"Unregulated","GR",35961424.64,NA,NA
"Greece",2009,"Total","GR",104340534.01,NA,NA
"Greece",2009,"Regulated","GR",67831589.72,63661572,0.938523957094131
"Greece",2009,"Unregulated","GR",36508944.29,NA,NA
"Greece",2010,"Total","GR",97342975.8,NA,NA
"Greece",2010,"Regulated","GR",64809909.44,59939996,0.92485850571187
"Greece",2010,"Unregulated","GR",32533066.36,NA,NA
"Greece",2011,"Total","GR",94531703.27,NA,NA
"Greece",2011,"Regulated","GR",63181810.9,58838181,0.931251892939966
"Greece",2011,"Unregulated","GR",31349892.37,NA,NA
"Greece",2012,"Total","GR",91417801.13,NA,NA
"Greece",2012,"Regulated","GR",64833624.23,61440385,0.947662354676297
"Greece",2012,"Unregulated","GR",26584176.9,NA,NA
"Greece",2013,"Total","GR",81722579.66,NA,NA
"Greece",2013,"Regulated","GR",59625563,58632976,0.983352995761231
"Greece",2013,"Unregulated","GR",22097016.66,NA,NA
"Greece",2014,"Total","GR",78655816.3,NA,NA
"Greece",2014,"Regulated","GR",56589691.66,55372015,0.978482359166825
"Greece",2014,"Unregulated","GR",22066124.64,NA,NA
"Greece",2015,"Total","GR",74962451.62,NA,NA
"Greece",2015,"Regulated","GR",50917571.33,49876100,0.97954593467842
"Greece",2015,"Unregulated","GR",24044880.29,NA,NA
"Greece",2016,"Total","GR",71373081.31,NA,NA
"Greece",2016,"Regulated","GR",47440272.12,46299722,0.975958187652993
"Greece",2016,"Unregulated","GR",23932809.19,NA,NA
"Greece",2017,"Total","GR",NA,NA,NA
"Greece",2017,"Regulated","GR",NA,49571968,NA
"Greece",2017,"Unregulated","GR",NA,NA,NA
"Hungary",1990,"Total","HU",73455459.18,NA,NA
"Hungary",1990,"Regulated","HU",35278773.17,NA,NA
"Hungary",1990,"Unregulated","HU",38176686.01,NA,NA
"Hungary",1991,"Total","HU",69777271.55,NA,NA
"Hungary",1991,"Regulated","HU",32659773.79,NA,NA
"Hungary",1991,"Unregulated","HU",37117497.76,NA,NA
"Hungary",1992,"Total","HU",62408845.03,NA,NA
"Hungary",1992,"Regulated","HU",31896016.9,NA,NA
"Hungary",1992,"Unregulated","HU",30512828.13,NA,NA
"Hungary",1993,"Total","HU",63539702.92,NA,NA
"Hungary",1993,"Regulated","HU",32548260.81,NA,NA
"Hungary",1993,"Unregulated","HU",30991442.11,NA,NA
"Hungary",1994,"Total","HU",61882727.41,NA,NA
"Hungary",1994,"Regulated","HU",32247066.16,NA,NA
"Hungary",1994,"Unregulated","HU",29635661.25,NA,NA
"Hungary",1995,"Total","HU",61612876.49,NA,NA
"Hungary",1995,"Regulated","HU",32888883.58,NA,NA
"Hungary",1995,"Unregulated","HU",28723992.91,NA,NA
"Hungary",1996,"Total","HU",63176983.12,NA,NA
"Hungary",1996,"Regulated","HU",33150223.22,NA,NA
"Hungary",1996,"Unregulated","HU",30026759.9,NA,NA
"Hungary",1997,"Total","HU",61755899.9,NA,NA
"Hungary",1997,"Regulated","HU",34110714.85,NA,NA
"Hungary",1997,"Unregulated","HU",27645185.05,NA,NA
"Hungary",1998,"Total","HU",61348289.98,NA,NA
"Hungary",1998,"Regulated","HU",34871812.37,NA,NA
"Hungary",1998,"Unregulated","HU",26476477.61,NA,NA
"Hungary",1999,"Total","HU",61828203.67,NA,NA
"Hungary",1999,"Regulated","HU",34358507.16,NA,NA
"Hungary",1999,"Unregulated","HU",27469696.51,NA,NA
"Hungary",2000,"Total","HU",58551660.59,NA,NA
"Hungary",2000,"Regulated","HU",31709601.87,NA,NA
"Hungary",2000,"Unregulated","HU",26842058.72,NA,NA
"Hungary",2001,"Total","HU",60171658.83,NA,NA
"Hungary",2001,"Regulated","HU",31935192.86,NA,NA
"Hungary",2001,"Unregulated","HU",28236465.97,NA,NA
"Hungary",2002,"Total","HU",59162844.39,NA,NA
"Hungary",2002,"Regulated","HU",30165352.36,NA,NA
"Hungary",2002,"Unregulated","HU",28997492.03,NA,NA
"Hungary",2003,"Total","HU",61936782.98,NA,NA
"Hungary",2003,"Regulated","HU",31429411.55,NA,NA
"Hungary",2003,"Unregulated","HU",30507371.43,NA,NA
"Hungary",2004,"Total","HU",60406241.13,NA,NA
"Hungary",2004,"Regulated","HU",29596711.91,NA,NA
"Hungary",2004,"Unregulated","HU",30809529.22,NA,NA
"Hungary",2005,"Total","HU",60499964.51,NA,NA
"Hungary",2005,"Regulated","HU",28327184.89,26161642,0.923552485063051
"Hungary",2005,"Unregulated","HU",32172779.62,NA,NA
"Hungary",2006,"Total","HU",59839431.29,NA,NA
"Hungary",2006,"Regulated","HU",28520364.37,25845908,0.906226430514569
"Hungary",2006,"Unregulated","HU",31319066.92,NA,NA
"Hungary",2007,"Total","HU",58522308.45,NA,NA
"Hungary",2007,"Regulated","HU",29948385.97,26836758,0.896100311612219
"Hungary",2007,"Unregulated","HU",28573922.48,NA,NA
"Hungary",2008,"Total","HU",57438167.2,NA,NA
"Hungary",2008,"Regulated","HU",28669161.99,27236610,0.950031605719774
"Hungary",2008,"Unregulated","HU",28769005.21,NA,NA
"Hungary",2009,"Total","HU",51781050.5,NA,NA
"Hungary",2009,"Regulated","HU",23634046.41,22401259,0.947838495845621
"Hungary",2009,"Unregulated","HU",28147004.09,NA,NA
"Hungary",2010,"Total","HU",52120536.86,NA,NA
"Hungary",2010,"Regulated","HU",24339657.74,22991711,0.944619322325771
"Hungary",2010,"Unregulated","HU",27780879.12,NA,NA
"Hungary",2011,"Total","HU",50358001.09,NA,NA
"Hungary",2011,"Regulated","HU",23603162.57,22469975,0.951990011226703
"Hungary",2011,"Unregulated","HU",26754838.52,NA,NA
"Hungary",2012,"Total","HU",46808494.95,NA,NA
"Hungary",2012,"Regulated","HU",22539493.56,21265823,0.943491607004856
"Hungary",2012,"Unregulated","HU",24269001.39,NA,NA
"Hungary",2013,"Total","HU",43767699.67,NA,NA
"Hungary",2013,"Regulated","HU",19503794.15,19132898,0.980983384712353
"Hungary",2013,"Unregulated","HU",24263905.52,NA,NA
"Hungary",2014,"Total","HU",43915395.91,NA,NA
"Hungary",2014,"Regulated","HU",19402221.87,18818389,0.969908968472176
"Hungary",2014,"Unregulated","HU",24513174.04,NA,NA
"Hungary",2015,"Total","HU",46665206.05,NA,NA
"Hungary",2015,"Regulated","HU",20231645.26,19649901,0.971245825412421
"Hungary",2015,"Unregulated","HU",26433560.79,NA,NA
"Hungary",2016,"Total","HU",47578182.95,NA,NA
"Hungary",2016,"Regulated","HU",20161990.19,19400528,0.962232786405299
"Hungary",2016,"Unregulated","HU",27416192.76,NA,NA
"Hungary",2017,"Total","HU",NA,NA,NA
"Hungary",2017,"Regulated","HU",NA,20642090,NA
"Hungary",2017,"Unregulated","HU",NA,NA,NA
"Iceland",1990,"Total","IS",2237419.56,NA,NA
"Iceland",1990,"Regulated","IS",486016.3,NA,NA
"Iceland",1990,"Unregulated","IS",1751403.26,NA,NA
"Iceland",1991,"Total","IS",2117702.28,NA,NA
"Iceland",1991,"Regulated","IS",450089.6,NA,NA
"Iceland",1991,"Unregulated","IS",1667612.68,NA,NA
"Iceland",1992,"Total","IS",2263019.39,NA,NA
"Iceland",1992,"Regulated","IS",443444.94,NA,NA
"Iceland",1992,"Unregulated","IS",1819574.45,NA,NA
"Iceland",1993,"Total","IS",2421018.49,NA,NA
"Iceland",1993,"Regulated","IS",497039.27,NA,NA
"Iceland",1993,"Unregulated","IS",1923979.22,NA,NA
"Iceland",1994,"Total","IS",2361911.91,NA,NA
"Iceland",1994,"Regulated","IS",498141.93,NA,NA
"Iceland",1994,"Unregulated","IS",1863769.98,NA,NA
"Iceland",1995,"Total","IS",2465118.75,NA,NA
"Iceland",1995,"Regulated","IS",520378.72,NA,NA
"Iceland",1995,"Unregulated","IS",1944740.03,NA,NA
"Iceland",1996,"Total","IS",2520135.12,NA,NA
"Iceland",1996,"Regulated","IS",509743.78,NA,NA
"Iceland",1996,"Unregulated","IS",2010391.34,NA,NA
"Iceland",1997,"Total","IS",2615624.63,NA,NA
"Iceland",1997,"Regulated","IS",573124.83,NA,NA
"Iceland",1997,"Unregulated","IS",2042499.8,NA,NA
"Iceland",1998,"Total","IS",2635451.44,NA,NA
"Iceland",1998,"Regulated","IS",619813.54,NA,NA
"Iceland",1998,"Unregulated","IS",2015637.9,NA,NA
"Iceland",1999,"Total","IS",2841274.75,NA,NA
"Iceland",1999,"Regulated","IS",774424.21,NA,NA
"Iceland",1999,"Unregulated","IS",2066850.54,NA,NA
"Iceland",2000,"Total","IS",2933985.78,NA,NA
"Iceland",2000,"Regulated","IS",884500.82,NA,NA
"Iceland",2000,"Unregulated","IS",2049484.96,NA,NA
"Iceland",2001,"Total","IS",2862684.17,NA,NA
"Iceland",2001,"Regulated","IS",928478.28,NA,NA
"Iceland",2001,"Unregulated","IS",1934205.89,NA,NA
"Iceland",2002,"Total","IS",2987896.53,NA,NA
"Iceland",2002,"Regulated","IS",939897.46,NA,NA
"Iceland",2002,"Unregulated","IS",2047999.07,NA,NA
"Iceland",2003,"Total","IS",2979689.74,NA,NA
"Iceland",2003,"Regulated","IS",921267.4,NA,NA
"Iceland",2003,"Unregulated","IS",2058422.34,NA,NA
"Iceland",2004,"Total","IS",3101236.5,NA,NA
"Iceland",2004,"Regulated","IS",957970.68,NA,NA
"Iceland",2004,"Unregulated","IS",2143265.82,NA,NA
"Iceland",2005,"Total","IS",2968902.33,NA,NA
"Iceland",2005,"Regulated","IS",939254.56,NA,NA
"Iceland",2005,"Unregulated","IS",2029647.77,NA,NA
"Iceland",2006,"Total","IS",3147037.63,NA,NA
"Iceland",2006,"Regulated","IS",1052417.34,NA,NA
"Iceland",2006,"Unregulated","IS",2094620.29,NA,NA
"Iceland",2007,"Total","IS",3493947.41,NA,NA
"Iceland",2007,"Regulated","IS",1270277.28,NA,NA
"Iceland",2007,"Unregulated","IS",2223670.13,NA,NA
"Iceland",2008,"Total","IS",3794953.86,NA,NA
"Iceland",2008,"Regulated","IS",1686218.43,NA,NA
"Iceland",2008,"Unregulated","IS",2108735.43,NA,NA
"Iceland",2009,"Total","IS",3731086.46,NA,NA
"Iceland",2009,"Regulated","IS",1667259.14,NA,NA
"Iceland",2009,"Unregulated","IS",2063827.32,NA,NA
"Iceland",2010,"Total","IS",3620932.2,NA,NA
"Iceland",2010,"Regulated","IS",1657871.45,NA,NA
"Iceland",2010,"Unregulated","IS",1963060.75,NA,NA
"Iceland",2011,"Total","IS",3486411.56,NA,NA
"Iceland",2011,"Regulated","IS",1659423.83,NA,NA
"Iceland",2011,"Unregulated","IS",1826987.73,NA,NA
"Iceland",2012,"Total","IS",3488684.34,NA,NA
"Iceland",2012,"Regulated","IS",1678319.37,NA,NA
"Iceland",2012,"Unregulated","IS",1810364.97,NA,NA
"Iceland",2013,"Total","IS",3481778.92,NA,NA
"Iceland",2013,"Regulated","IS",1697942.24,1779881,1.04825768395985
"Iceland",2013,"Unregulated","IS",1783836.68,NA,NA
"Iceland",2014,"Total","IS",3461846.02,NA,NA
"Iceland",2014,"Regulated","IS",1664654.64,1754945,1.05423969502767
"Iceland",2014,"Unregulated","IS",1797191.38,NA,NA
"Iceland",2015,"Total","IS",3536410.99,NA,NA
"Iceland",2015,"Regulated","IS",1717086.56,1812042,1.05530032219226
"Iceland",2015,"Unregulated","IS",1819324.43,NA,NA
"Iceland",2016,"Total","IS",3489970.16,NA,NA
"Iceland",2016,"Regulated","IS",1687819.75,1780965,1.05518672832214
"Iceland",2016,"Unregulated","IS",1802150.41,NA,NA
"Iceland",2017,"Total","IS",NA,NA,NA
"Iceland",2017,"Regulated","IS",NA,1831667,NA
"Iceland",2017,"Unregulated","IS",NA,NA,NA
"Ireland",1990,"Total","IE",32877935.7,NA,NA
"Ireland",1990,"Regulated","IE",15519510.19,NA,NA
"Ireland",1990,"Unregulated","IE",17358425.51,NA,NA
"Ireland",1991,"Total","IE",33606745.97,NA,NA
"Ireland",1991,"Regulated","IE",15711528.73,NA,NA
"Ireland",1991,"Unregulated","IE",17895217.24,NA,NA
"Ireland",1992,"Total","IE",33417982.65,NA,NA
"Ireland",1992,"Regulated","IE",16132178.54,NA,NA
"Ireland",1992,"Unregulated","IE",17285804.11,NA,NA
"Ireland",1993,"Total","IE",33649184.97,NA,NA
"Ireland",1993,"Regulated","IE",16227643.32,NA,NA
"Ireland",1993,"Unregulated","IE",17421541.65,NA,NA
"Ireland",1994,"Total","IE",34772191.86,NA,NA
"Ireland",1994,"Regulated","IE",16921871.91,NA,NA
"Ireland",1994,"Unregulated","IE",17850319.95,NA,NA
"Ireland",1995,"Total","IE",35794378.76,NA,NA
"Ireland",1995,"Regulated","IE",17528133.51,NA,NA
"Ireland",1995,"Unregulated","IE",18266245.25,NA,NA
"Ireland",1996,"Total","IE",37410959.7,NA,NA
"Ireland",1996,"Regulated","IE",18296345.38,NA,NA
"Ireland",1996,"Unregulated","IE",19114614.32,NA,NA
"Ireland",1997,"Total","IE",38752357.22,NA,NA
"Ireland",1997,"Regulated","IE",19406965.84,NA,NA
"Ireland",1997,"Unregulated","IE",19345391.38,NA,NA
"Ireland",1998,"Total","IE",40650102.4,NA,NA
"Ireland",1998,"Regulated","IE",19667757.86,NA,NA
"Ireland",1998,"Unregulated","IE",20982344.54,NA,NA
"Ireland",1999,"Total","IE",42377781.15,NA,NA
"Ireland",1999,"Regulated","IE",20412384.53,NA,NA
"Ireland",1999,"Unregulated","IE",21965396.62,NA,NA
"Ireland",2000,"Total","IE",45193952.6,NA,NA
"Ireland",2000,"Regulated","IE",21604560.32,NA,NA
"Ireland",2000,"Unregulated","IE",23589392.28,NA,NA
"Ireland",2001,"Total","IE",47557354.23,NA,NA
"Ireland",2001,"Regulated","IE",22913752.06,NA,NA
"Ireland",2001,"Unregulated","IE",24643602.17,NA,NA
"Ireland",2002,"Total","IE",46034585.94,NA,NA
"Ireland",2002,"Regulated","IE",21964068.86,NA,NA
"Ireland",2002,"Unregulated","IE",24070517.08,NA,NA
"Ireland",2003,"Total","IE",45639123.35,NA,NA
"Ireland",2003,"Regulated","IE",21191347.97,NA,NA
"Ireland",2003,"Unregulated","IE",24447775.38,NA,NA
"Ireland",2004,"Total","IE",46129741.06,NA,NA
"Ireland",2004,"Regulated","IE",21489749.51,NA,NA
"Ireland",2004,"Unregulated","IE",24639991.55,NA,NA
"Ireland",2005,"Total","IE",48104566.61,NA,NA
"Ireland",2005,"Regulated","IE",21838498.87,22441006,1.02758921909361
"Ireland",2005,"Unregulated","IE",26266067.74,NA,NA
"Ireland",2006,"Total","IE",47550194.52,NA,NA
"Ireland",2006,"Regulated","IE",21153035.22,21705338,1.0261098596138
"Ireland",2006,"Unregulated","IE",26397159.3,NA,NA
"Ireland",2007,"Total","IE",47622946.16,NA,NA
"Ireland",2007,"Regulated","IE",20775590.11,21246280,1.02265590953171
"Ireland",2007,"Unregulated","IE",26847356.05,NA,NA
"Ireland",2008,"Total","IE",47300105.44,NA,NA
"Ireland",2008,"Regulated","IE",20415039.54,20381890,0.998376219652426
"Ireland",2008,"Unregulated","IE",26885065.9,NA,NA
"Ireland",2009,"Total","IE",42108507.15,NA,NA
"Ireland",2009,"Regulated","IE",17087697.78,17215429,1.00747503974172
"Ireland",2009,"Unregulated","IE",25020809.37,NA,NA
"Ireland",2010,"Total","IE",41679517.5,NA,NA
"Ireland",2010,"Regulated","IE",17253588.38,17373260,1.00693604236778
"Ireland",2010,"Unregulated","IE",24425929.12,NA,NA
"Ireland",2011,"Total","IE",38009303.68,NA,NA
"Ireland",2011,"Regulated","IE",15589119.43,15769980,1.01160171816068
"Ireland",2011,"Unregulated","IE",22420184.25,NA,NA
"Ireland",2012,"Total","IE",38194753.69,NA,NA
"Ireland",2012,"Regulated","IE",16731081.6,16896557,1.00989029902287
"Ireland",2012,"Unregulated","IE",21463672.09,NA,NA
"Ireland",2013,"Total","IE",37182847.4,NA,NA
"Ireland",2013,"Regulated","IE",15220577.74,15691830,1.03096152248949
"Ireland",2013,"Unregulated","IE",21962269.66,NA,NA
"Ireland",2014,"Total","IE",36681624.84,NA,NA
"Ireland",2014,"Regulated","IE",15529902.14,15958658,1.02760840706753
"Ireland",2014,"Unregulated","IE",21151722.7,NA,NA
"Ireland",2015,"Total","IE",38443649.01,NA,NA
"Ireland",2015,"Regulated","IE",16408368.39,16835810,1.02605022021937
"Ireland",2015,"Unregulated","IE",22035280.62,NA,NA
"Ireland",2016,"Total","IE",39928118.06,NA,NA
"Ireland",2016,"Regulated","IE",17263139.31,17737320,1.02746781344256
"Ireland",2016,"Unregulated","IE",22664978.75,NA,NA
"Ireland",2017,"Total","IE",NA,NA,NA
"Ireland",2017,"Regulated","IE",NA,16896391,NA
"Ireland",2017,"Unregulated","IE",NA,NA,NA
"Italy",1990,"Total","IT",439944101.6,NA,NA
"Italy",1990,"Regulated","IT",232721855.4,NA,NA
"Italy",1990,"Unregulated","IT",207222246.2,NA,NA
"Italy",1991,"Total","IT",440094422.43,NA,NA
"Italy",1991,"Regulated","IT",225607125.12,NA,NA
"Italy",1991,"Unregulated","IT",214487297.31,NA,NA
"Italy",1992,"Total","IT",439210414.16,NA,NA
"Italy",1992,"Regulated","IT",222301179.53,NA,NA
"Italy",1992,"Unregulated","IT",216909234.63,NA,NA
"Italy",1993,"Total","IT",431600973.52,NA,NA
"Italy",1993,"Regulated","IT",211754514.6,NA,NA
"Italy",1993,"Unregulated","IT",219846458.92,NA,NA
"Italy",1994,"Total","IT",425490635.29,NA,NA
"Italy",1994,"Regulated","IT",213397284.82,NA,NA
"Italy",1994,"Unregulated","IT",212093350.47,NA,NA
"Italy",1995,"Total","IT",451978906.58,NA,NA
"Italy",1995,"Regulated","IT",231422830.82,NA,NA
"Italy",1995,"Unregulated","IT",220556075.76,NA,NA
"Italy",1996,"Total","IT",444561573.79,NA,NA
"Italy",1996,"Regulated","IT",220175603.93,NA,NA
"Italy",1996,"Unregulated","IT",224385969.86,NA,NA
"Italy",1997,"Total","IT",449465620.73,NA,NA
"Italy",1997,"Regulated","IT",224696415.5,NA,NA
"Italy",1997,"Unregulated","IT",224769205.23,NA,NA
"Italy",1998,"Total","IT",460240327.6,NA,NA
"Italy",1998,"Regulated","IT",232551831.53,NA,NA
"Italy",1998,"Unregulated","IT",227688496.07,NA,NA
"Italy",1999,"Total","IT",464601452.87,NA,NA
"Italy",1999,"Regulated","IT",229920620.63,NA,NA
"Italy",1999,"Unregulated","IT",234680832.24,NA,NA
"Italy",2000,"Total","IT",470767746.94,NA,NA
"Italy",2000,"Regulated","IT",237605351.7,NA,NA
"Italy",2000,"Unregulated","IT",233162395.24,NA,NA
"Italy",2001,"Total","IT",476201869.11,NA,NA
"Italy",2001,"Regulated","IT",237873790.87,NA,NA
"Italy",2001,"Unregulated","IT",238328078.24,NA,NA
"Italy",2002,"Total","IT",477709338.49,NA,NA
"Italy",2002,"Regulated","IT",241311720.4,NA,NA
"Italy",2002,"Unregulated","IT",236397618.09,NA,NA
"Italy",2003,"Total","IT",491480723.9,NA,NA
"Italy",2003,"Regulated","IT",248390859.28,NA,NA
"Italy",2003,"Unregulated","IT",243089864.62,NA,NA
"Italy",2004,"Total","IT",495527786.03,NA,NA
"Italy",2004,"Regulated","IT",249292600.54,NA,NA
"Italy",2004,"Unregulated","IT",246235185.49,NA,NA
"Italy",2005,"Total","IT",495234014.86,NA,NA
"Italy",2005,"Regulated","IT",246769032.38,225989455,0.915793415488206
"Italy",2005,"Unregulated","IT",248464982.48,NA,NA
"Italy",2006,"Total","IT",489749969.41,NA,NA
"Italy",2006,"Regulated","IT",246835350.65,227439469,0.921421783391544
"Italy",2006,"Unregulated","IT",242914618.76,NA,NA
"Italy",2007,"Total","IT",480491585.68,NA,NA
"Italy",2007,"Regulated","IT",244426794.54,226405990,0.92627320350081
"Italy",2007,"Unregulated","IT",236064791.14,NA,NA
"Italy",2008,"Total","IT",468062059.92,NA,NA
"Italy",2008,"Regulated","IT",235489005.28,220676325,0.937098208630218
"Italy",2008,"Unregulated","IT",232573054.64,NA,NA
"Italy",2009,"Total","IT",415932393.34,NA,NA
"Italy",2009,"Regulated","IT",193234991.36,184881602,0.956770824470204
"Italy",2009,"Unregulated","IT",222697401.98,NA,NA
"Italy",2010,"Total","IT",424873161.18,NA,NA
"Italy",2010,"Regulated","IT",200458533.62,191489539,0.955257606358619
"Italy",2010,"Unregulated","IT",224414627.56,NA,NA
"Italy",2011,"Total","IT",413431505.54,NA,NA
"Italy",2011,"Regulated","IT",199645873.69,189961956,0.951494526227791
"Italy",2011,"Unregulated","IT",213785631.85,NA,NA
"Italy",2012,"Total","IT",391990364.41,NA,NA
"Italy",2012,"Regulated","IT",187560896.62,179075109,0.954757160085493
"Italy",2012,"Unregulated","IT",204429467.79,NA,NA
"Italy",2013,"Total","IT",363399902.14,NA,NA
"Italy",2013,"Regulated","IT",161931598.22,164503972,1.01588555790393
"Italy",2013,"Unregulated","IT",201468303.92,NA,NA
"Italy",2014,"Total","IT",348476240.08,NA,NA
"Italy",2014,"Regulated","IT",152979639.47,152581871,0.997399860063875
"Italy",2014,"Unregulated","IT",195496600.61,NA,NA
"Italy",2015,"Total","IT",355483213.87,NA,NA
"Italy",2015,"Regulated","IT",155522736.28,156213214,1.00443972204011
"Italy",2015,"Unregulated","IT",199960477.59,NA,NA
"Italy",2016,"Total","IT",350323014.92,NA,NA
"Italy",2016,"Regulated","IT",153183228.69,154993507,1.01181773178096
"Italy",2016,"Unregulated","IT",197139786.23,NA,NA
"Italy",2017,"Total","IT",NA,NA,NA
"Italy",2017,"Regulated","IT",NA,155313821,NA
"Italy",2017,"Unregulated","IT",NA,NA,NA
"Latvia",1990,"Total","LV",19805894.32,NA,NA
"Latvia",1990,"Regulated","LV",8385154.29,NA,NA
"Latvia",1990,"Unregulated","LV",11420740.03,NA,NA
"Latvia",1991,"Total","LV",18038633.66,NA,NA
"Latvia",1991,"Regulated","LV",7312863.71,NA,NA
"Latvia",1991,"Unregulated","LV",10725769.95,NA,NA
"Latvia",1992,"Total","LV",14267237.24,NA,NA
"Latvia",1992,"Regulated","LV",6071981.13,NA,NA
"Latvia",1992,"Unregulated","LV",8195256.11,NA,NA
"Latvia",1993,"Total","LV",11987761.82,NA,NA
"Latvia",1993,"Regulated","LV",4833102.69,NA,NA
"Latvia",1993,"Unregulated","LV",7154659.13,NA,NA
"Latvia",1994,"Total","LV",10420264.02,NA,NA
"Latvia",1994,"Regulated","LV",4749756.57,NA,NA
"Latvia",1994,"Unregulated","LV",5670507.45,NA,NA
"Latvia",1995,"Total","LV",9167583.93,NA,NA
"Latvia",1995,"Regulated","LV",4491377.54,NA,NA
"Latvia",1995,"Unregulated","LV",4676206.39,NA,NA
"Latvia",1996,"Total","LV",9243541.57,NA,NA
"Latvia",1996,"Regulated","LV",4523869.04,NA,NA
"Latvia",1996,"Unregulated","LV",4719672.53,NA,NA
"Latvia",1997,"Total","LV",8706818.52,NA,NA
"Latvia",1997,"Regulated","LV",4318071.99,NA,NA
"Latvia",1997,"Unregulated","LV",4388746.53,NA,NA
"Latvia",1998,"Total","LV",8328911.44,NA,NA
"Latvia",1998,"Regulated","LV",4138126.29,NA,NA
"Latvia",1998,"Unregulated","LV",4190785.15,NA,NA
"Latvia",1999,"Total","LV",7737970.81,NA,NA
"Latvia",1999,"Regulated","LV",3743668.57,NA,NA
"Latvia",1999,"Unregulated","LV",3994302.24,NA,NA
"Latvia",2000,"Total","LV",7099045.69,NA,NA
"Latvia",2000,"Regulated","LV",3195746,NA,NA
"Latvia",2000,"Unregulated","LV",3903299.69,NA,NA
"Latvia",2001,"Total","LV",7516325.91,NA,NA
"Latvia",2001,"Regulated","LV",3170885.96,NA,NA
"Latvia",2001,"Unregulated","LV",4345439.95,NA,NA
"Latvia",2002,"Total","LV",7542934.27,NA,NA
"Latvia",2002,"Regulated","LV",3116240.48,NA,NA
"Latvia",2002,"Unregulated","LV",4426693.79,NA,NA
"Latvia",2003,"Total","LV",7740669.66,NA,NA
"Latvia",2003,"Regulated","LV",3099820.14,NA,NA
"Latvia",2003,"Unregulated","LV",4640849.52,NA,NA
"Latvia",2004,"Total","LV",7750956.32,NA,NA
"Latvia",2004,"Regulated","LV",2912200.09,NA,NA
"Latvia",2004,"Unregulated","LV",4838756.23,NA,NA
"Latvia",2005,"Total","LV",7835154.95,NA,NA
"Latvia",2005,"Regulated","LV",2890578.34,2854492,0.987515875456259
"Latvia",2005,"Unregulated","LV",4944576.61,NA,NA
"Latvia",2006,"Total","LV",8333306.34,NA,NA
"Latvia",2006,"Regulated","LV",2988360.04,2940685,0.98404642032357
"Latvia",2006,"Unregulated","LV",5344946.3,NA,NA
"Latvia",2007,"Total","LV",8655065.49,NA,NA
"Latvia",2007,"Regulated","LV",2867432.99,2849210,0.993644841897421
"Latvia",2007,"Unregulated","LV",5787632.5,NA,NA
"Latvia",2008,"Total","LV",8218723.54,NA,NA
"Latvia",2008,"Regulated","LV",2818171.05,2742918,0.973297202808183
"Latvia",2008,"Unregulated","LV",5400552.49,NA,NA
"Latvia",2009,"Total","LV",7480704.55,NA,NA
"Latvia",2009,"Regulated","LV",2609933.63,2489805,0.953972534542957
"Latvia",2009,"Unregulated","LV",4870770.92,NA,NA
"Latvia",2010,"Total","LV",8646955.88,NA,NA
"Latvia",2010,"Regulated","LV",3431337.95,3240172,0.944288218535863
"Latvia",2010,"Unregulated","LV",5215617.93,NA,NA
"Latvia",2011,"Total","LV",7882679.59,NA,NA
"Latvia",2011,"Regulated","LV",3125856.34,2923455,0.935249314752578
"Latvia",2011,"Unregulated","LV",4756823.25,NA,NA
"Latvia",2012,"Total","LV",7583855.02,NA,NA
"Latvia",2012,"Regulated","LV",2996314.72,2740013,0.914461014963074
"Latvia",2012,"Unregulated","LV",4587540.3,NA,NA
"Latvia",2013,"Total","LV",7423592.75,NA,NA
"Latvia",2013,"Regulated","LV",2885001.85,2649814,0.918479133730885
"Latvia",2013,"Unregulated","LV",4538590.9,NA,NA
"Latvia",2014,"Total","LV",7238753.42,NA,NA
"Latvia",2014,"Regulated","LV",2600969.75,2354247,0.905142014819665
"Latvia",2014,"Unregulated","LV",4637783.67,NA,NA
"Latvia",2015,"Total","LV",7333661.4,NA,NA
"Latvia",2015,"Regulated","LV",2569104.18,2312538,0.900133991452227
"Latvia",2015,"Unregulated","LV",4764557.22,NA,NA
"Latvia",2016,"Total","LV",7263617.94,NA,NA
"Latvia",2016,"Regulated","LV",2459368.74,2197000,0.893318665179098
"Latvia",2016,"Unregulated","LV",4804249.2,NA,NA
"Latvia",2017,"Total","LV",NA,NA,NA
"Latvia",2017,"Regulated","LV",NA,2049810,NA
"Latvia",2017,"Unregulated","LV",NA,NA,NA
"Liechtenstein",1990,"Total","LI",198969.16,NA,NA
"Liechtenstein",1990,"Regulated","LI",121.18,NA,NA
"Liechtenstein",1990,"Unregulated","LI",198847.98,NA,NA
"Liechtenstein",1991,"Total","LI",206327.61,NA,NA
"Liechtenstein",1991,"Regulated","LI",787.64,NA,NA
"Liechtenstein",1991,"Unregulated","LI",205539.97,NA,NA
